embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date
BGE-M3-S,japanese,-1,KMeans++,reg,mean,1800,32.15228993400524,0.0004811527188773418,2025-08-21 15:57:11.644665
BGE-M3-S,japanese,-1,KMeans++,reg,mmm,1800,32.75397211300151,0.0004921246302961755,2025-08-21 15:57:44.915629
MiniLM-S,japanese,-1,KMeans++,reg,mean,1800,27.487500008006464,0.00041911232202634414,2025-08-21 15:58:12.920102
MiniLM-S,japanese,-1,KMeans++,reg,mmm,1800,35.68926234100945,0.0005649306807836335,2025-08-21 15:58:49.124211
mE5-S,japanese,-1,KMeans++,reg,mean,1800,27.207011701000738,0.00041108574891977244,2025-08-21 15:59:16.850439
mE5-S,japanese,-1,KMeans++,reg,mmm,1800,27.293228647991782,0.0004191310326894633,2025-08-21 15:59:44.659741
MPNet-S,japanese,-1,KMeans++,reg,mean,1800,30.0844803689979,0.0004618614553777852,2025-08-21 16:00:15.259499
MPNet-S,japanese,-1,KMeans++,reg,mmm,1800,30.670531510011642,0.00046442267481348936,2025-08-21 16:00:46.444303
mBERT-T,turkish,-1,KMeans,reg,mean,1225,20.0555451449909,0.0002755537395750587,2025-08-21 16:01:07.038250
mBERT-T,turkish,-1,KMeans,reg,mmm,1225,20.067349159013247,0.00028470139667533076,2025-08-21 16:01:27.620022
mT5-T,turkish,-1,KMeans,reg,mean,1225,19.798478394004633,0.0002788258856938859,2025-08-21 16:01:47.933432
mT5-T,turkish,-1,KMeans,reg,mmm,1225,20.059429846005514,0.00028014489105107783,2025-08-21 16:02:08.513108
XGLM-T,turkish,-1,KMeans,reg,mean,1225,23.1835943890037,0.00030580627209827365,2025-08-21 16:02:32.212117
XGLM-T,turkish,-1,KMeans,reg,mmm,1225,23.508175367998774,0.0003064842536382476,2025-08-21 16:02:56.238720
mDeBERTa-T,turkish,-1,KMeans,reg,mean,1225,19.91594513700693,0.000271971053973647,2025-08-21 16:03:16.674470
