embedder,language,nclass,model,model_type,feature_type,data_pts,time_sec,energy_kwh,log_date,mdata
mDeBERTa-T,japanese,-1,KMeans++,reg,mean,900,161.73806285858154,0.0008228577061858589,2025-09-16 10:18:34.930028,NA
mDeBERTa-T,japanese,-1,KMeans++,reg,mmm,900,161.9675567150116,0.0008240570683306568,2025-09-16 10:21:16.901461,NA
XLM-R-T,japanese,-1,KMeans++,reg,mean,900,95.79847598075867,0.0004766103084822042,2025-09-16 10:22:52.703700,NA
XLM-R-T,japanese,-1,KMeans++,reg,mmm,900,96.08658337593079,0.0004774537765940555,2025-09-16 10:24:28.794151,NA
BGE-M3-S,japanese,-1,KMeans++,reg,mean,900,267.0917909145355,0.001395646082590022,2025-09-16 10:28:55.890036,NA
BGE-M3-S,japanese,-1,KMeans++,reg,mmm,900,267.4150855541229,0.0013991383526809908,2025-09-16 10:33:23.314619,NA
MiniLM-S,japanese,-1,KMeans++,reg,mean,900,66.92467999458313,0.00018238050322226336,2025-09-16 10:34:30.244014,NA
MiniLM-S,japanese,-1,KMeans++,reg,mmm,900,66.67508459091187,0.0001777536859868055,2025-09-16 10:35:36.923748,NA
mE5-S,japanese,-1,KMeans++,reg,mean,900,76.85482788085938,0.00023236446403661186,2025-09-16 10:36:53.783098,NA
mE5-S,japanese,-1,KMeans++,reg,mmm,900,76.70847964286804,0.00023040487526577422,2025-09-16 10:38:10.496471,NA
MPNet-S,japanese,-1,KMeans++,reg,mean,900,83.77168655395508,0.00035452760385621697,2025-09-16 10:39:34.272842,NA
MPNet-S,japanese,-1,KMeans++,reg,mmm,900,82.89859557151794,0.00035602246933081873,2025-09-16 10:40:57.184115,NA
mBERT-T,turkish,-1,KMeans,reg,mean,700,50.64241290092468,0.0002377413108259753,2025-09-16 10:41:47.883180,NA
mBERT-T,turkish,-1,KMeans,reg,mmm,700,50.29748821258545,0.0002387749555955807,2025-09-16 10:42:38.184925,NA
mT5-T,turkish,-1,KMeans,reg,mean,700,97.12511324882507,0.0004445398012914384,2025-09-16 10:44:15.315526,NA
mT5-T,turkish,-1,KMeans,reg,mmm,700,96.63182282447815,0.0004456819595872318,2025-09-16 10:45:51.952620,NA
XGLM-T,turkish,-1,KMeans,reg,mean,700,138.72503018379211,0.0007292791956726818,2025-09-16 10:48:10.684038,NA
XGLM-T,turkish,-1,KMeans,reg,mmm,700,138.48925805091858,0.000733574496295886,2025-09-16 10:50:29.187632,NA
mDeBERTa-T,turkish,-1,KMeans,reg,mean,700,104.90244030952454,0.0005220090416914564,2025-09-16 10:52:14.094138,NA
mDeBERTa-T,turkish,-1,KMeans,reg,mmm,700,104.15916299819946,0.000520062122490349,2025-09-16 10:53:58.257603,NA
XLM-R-T,turkish,-1,KMeans,reg,mean,700,54.55762028694153,0.0002564766304396124,2025-09-16 10:54:52.819464,NA
XLM-R-T,turkish,-1,KMeans,reg,mmm,700,54.38137245178223,0.0002555377137171178,2025-09-16 10:55:47.204828,NA
BGE-M3-S,turkish,-1,KMeans,reg,mean,700,105.82239007949829,0.000519507979411517,2025-09-16 10:57:33.031030,NA
BGE-M3-S,turkish,-1,KMeans,reg,mmm,700,108.44154715538025,0.0005250137674484199,2025-09-16 10:59:21.484628,NA
MiniLM-S,turkish,-1,KMeans,reg,mean,700,47.69645643234253,0.00011207000737431427,2025-09-16 11:00:09.186117,NA
MiniLM-S,turkish,-1,KMeans,reg,mmm,700,47.73341107368469,0.00010860638385681734,2025-09-16 11:00:56.924916,NA
mE5-S,turkish,-1,KMeans,reg,mean,700,52.27179408073425,0.0001311606327542579,2025-09-16 11:01:49.201965,NA
mE5-S,turkish,-1,KMeans,reg,mmm,700,52.76198220252991,0.00013075003650329,2025-09-16 11:02:41.969277,NA
MPNet-S,turkish,-1,KMeans,reg,mean,700,52.16113090515137,0.00018590794178002855,2025-09-16 11:03:34.135856,NA
MPNet-S,turkish,-1,KMeans,reg,mmm,700,49.10151720046997,0.00018292633839931752,2025-09-16 11:04:23.242780,NA
mBERT-T,turkish,-1,KMeans++,reg,mean,700,49.96883225440979,0.00023345759928632072,2025-09-16 11:05:13.214953,NA
mBERT-T,turkish,-1,KMeans++,reg,mmm,700,50.27283954620361,0.00023676268926978026,2025-09-16 11:06:03.491773,NA
mT5-T,turkish,-1,KMeans++,reg,mean,700,96.20804452896118,0.00044107341231605483,2025-09-16 11:07:39.705152,NA
mT5-T,turkish,-1,KMeans++,reg,mmm,700,97.09261918067932,0.0004453759467134022,2025-09-16 11:09:16.811909,NA
XGLM-T,turkish,-1,KMeans++,reg,mean,700,138.06407976150513,0.0007401584658781214,2025-09-16 11:11:34.882409,NA
XGLM-T,turkish,-1,KMeans++,reg,mmm,700,137.8681948184967,0.0007350060668858329,2025-09-16 11:13:52.765577,NA
mDeBERTa-T,turkish,-1,KMeans++,reg,mean,700,104.66062307357788,0.0005214765873634915,2025-09-16 11:15:37.430406,NA
mDeBERTa-T,turkish,-1,KMeans++,reg,mmm,700,104.86220002174377,0.0005221021911192815,2025-09-16 11:17:22.296879,NA
XLM-R-T,turkish,-1,KMeans++,reg,mean,700,54.614973068237305,0.0002565402948407508,2025-09-16 11:18:16.915706,NA
XLM-R-T,turkish,-1,KMeans++,reg,mmm,700,54.53102135658264,0.0002554146364594099,2025-09-16 11:19:11.450707,NA
BGE-M3-S,turkish,-1,KMeans++,reg,mean,700,107.47555589675903,0.000522365113560669,2025-09-16 11:20:58.930736,NA
BGE-M3-S,turkish,-1,KMeans++,reg,mmm,700,107.30316233634949,0.0005223193949260037,2025-09-16 11:22:46.246547,NA
MiniLM-S,turkish,-1,KMeans++,reg,mean,700,47.500892877578735,0.00011155170426504376,2025-09-16 11:23:33.752506,NA
MiniLM-S,turkish,-1,KMeans++,reg,mmm,700,47.16171360015869,0.00010789947127356941,2025-09-16 11:24:20.919305,NA
mE5-S,turkish,-1,KMeans++,reg,mean,700,53.02257442474365,0.00013177258923329171,2025-09-16 11:25:13.947314,NA
mE5-S,turkish,-1,KMeans++,reg,mmm,700,54.83296537399292,0.00013286955644457662,2025-09-16 11:26:08.785982,NA
MPNet-S,turkish,-1,KMeans++,reg,mean,700,53.82734155654907,0.0001879951584421038,2025-09-16 11:27:02.618614,NA
MPNet-S,turkish,-1,KMeans++,reg,mmm,700,52.54188776016235,0.00018724575284588896,2025-09-16 11:27:55.165543,NA
